Cinsiyet,65 Yaş Üstü,Medeni Durum,Bakma Sorumluluğu,Müşteri Olma Süresi(Ay),Ev Telefonu Aboneliği,Birden Fazla Abonelik Durumu,İnternet Aboneliği,Güvenlik Hizmeti Aboneliği,Yedekleme Hizmeti Aboneliği,Ekipman Güvenlik Aboneliği,Teknik Destek Aboneliği,IP Tv Aboneliği,Film Abonelği,Sözleşme Süresi,Online Fatura(Kağıtsız),Ödeme Şekli,Aylık Ücret,Toplam Ücret,Kayıp Durumu
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,69.2,69.2,Var
Erkek,Hayır,Evli,Yok,24,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,19.75,483.15,Yok
Erkek,Hayır,Evli,Yok,17,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Var,Var,Var,Var,1 Yıllık,Hayır,Elektronik,54.6,934.8,Yok
Kadın,Hayır,Bekar,Var,26,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Var,Yok,Yok,Yok,1 Aylık,Evet,Mail,29.8,786.5,Yok
Erkek,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,69.65,69.65,Var
Erkek,Evet,Evli,Yok,40,Var,Var,Fiber Optik,Var,Yok,Yok,Yok,Var,Var,1 Aylık,Hayır,Elektronik,101.85,4086.3,Var
Erkek,Hayır,Bekar,Yok,52,Var,Var,Fiber Optik,Yok,Var,Var,Yok,Var,Var,1 Aylık,Evet,Elektronik,103.05,5364.8,Yok
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Var,Var,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,82.3,82.3,Var
Erkek,Hayır,Bekar,Yok,1,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Mail,20.3,20.3,Yok
Kadın,Hayır,Bekar,Yok,21,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Yok,Var,Yok,Yok,2 Yıllık,Hayır,Mail,35.1,770.4,Yok
Kadın,Hayır,Evli,Yok,67,Var,Var,Fiber Optik,Yok,Var,Var,Yok,Var,Var,1 Yıllık,Evet,Havale,105.7,6816.95,Yok
Kadın,Hayır,Evli,Var,44,Var,Yok,DSL,Var,Yok,Yok,Var,Yok,Yok,1 Aylık,Hayır,Havale,56.25,2419.55,Yok
Erkek,Hayır,Evli,Var,70,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Var,Var,Var,Var,1 Yıllık,Hayır,Elektronik,60.35,4138.7,Yok
Erkek,Hayır,Bekar,Yok,3,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Var,Yok,1 Aylık,Hayır,Elektronik,79.25,267.6,Var
Erkek,Hayır,Evli,Var,56,Var,Yok,DSL,Var,Var,Var,Yok,Yok,Yok,2 Yıllık,Evet,Havale,59.8,3457.45,Yok
Kadın,Hayır,Bekar,Yok,13,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Var,1 Aylık,Evet,Elektronik,84.6,1115.2,Var
Kadın,Hayır,Evli,Var,58,Var,Var,Fiber Optik,Var,Var,Yok,Yok,Yok,Var,1 Aylık,Evet,Havale,93.4,5435.6,Var
Kadın,Hayır,Evli,Var,42,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,94.2,4186.3,Var
Erkek,Evet,Evli,Yok,1,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,25.05,25.05,Var
Kadın,Hayır,Evli,Var,46,Var,Var,Fiber Optik,Var,Yok,Var,Var,Yok,Var,2 Yıllık,Hayır,Mail,99.65,4630.2,Yok
Kadın,Hayır,Evli,Var,63,Var,Yok,DSL,Var,Yok,Yok,Yok,Yok,Yok,2 Yıllık,Evet,Havale,50.65,3221.25,Yok
Erkek,Hayır,Bekar,Yok,11,Var,Yok,DSL,Yok,Var,Var,Var,Yok,Yok,1 Aylık,Evet,Elektronik,60.9,688.5,Yok
Erkek,Hayır,Evli,Var,15,Var,Var,DSL,Yok,Yok,Var,Var,Yok,Yok,1 Aylık,Evet,Havale,59.65,867.1,Yok
Erkek,Hayır,Evli,Yok,72,Yok,Telefon Hizmeti Yok,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Elektronik,64.7,4746.05,Yok
Kadın,Hayır,Bekar,Yok,29,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Kredi Kartı,25.1,712.85,Var
Erkek,Hayır,Bekar,Var,1,Var,Yok,DSL,Yok,Yok,Var,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,48.95,48.95,Var
Kadın,Hayır,Evli,Var,6,Var,Yok,DSL,Yok,Yok,Yok,Yok,Var,Yok,1 Aylık,Hayır,Elektronik,54.85,355.1,Yok
Erkek,Hayır,Bekar,Yok,1,Var,Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,45.3,45.3,Var
Erkek,Hayır,Evli,Var,63,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Yok,Var,1 Yıllık,Evet,Elektronik,91.35,5764.7,Yok
Erkek,Hayır,Bekar,Yok,2,Var,Yok,Fiber Optik,Yok,Yok,Var,Yok,Yok,Var,1 Aylık,Evet,Elektronik,85.85,167.3,Var
Kadın,Hayır,Evli,Var,18,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,25.1,428.45,Yok
Kadın,Hayır,Evli,Yok,43,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Yok,Var,Yok,Yok,1 Aylık,Hayır,Havale,34.0,1505.35,Yok
Kadın,Hayır,Bekar,Yok,15,Yok,Telefon Hizmeti Yok,DSL,Var,Var,Var,Var,Yok,Yok,1 Yıllık,Hayır,Mail,45.9,693.45,Yok
Erkek,Hayır,Bekar,Var,10,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Var,Var,1 Aylık,Hayır,Elektronik,95.2,930.4,Var
Erkek,Hayır,Evli,Var,55,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,20.5,1177.95,Yok
Erkek,Hayır,Bekar,Var,49,Var,Var,Fiber Optik,Yok,Yok,Yok,Var,Var,Var,1 Yıllık,Evet,Havale,100.6,5069.65,Var
Erkek,Hayır,Evli,Var,6,Var,Yok,DSL,Yok,Var,Var,Yok,Yok,Yok,1 Aylık,Evet,Mail,55.3,324.25,Var
Erkek,Hayır,Evli,Var,70,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Kredi Kartı,20.35,1458.1,Yok
Erkek,Evet,Bekar,Yok,2,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Mail,74.85,156.4,Var
Erkek,Evet,Evli,Yok,63,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Yok,Var,Yok,Yok,1 Yıllık,Hayır,Havale,36.1,2298.9,Yok
Kadın,Hayır,Bekar,Yok,25,Var,Yok,DSL,Yok,Var,Yok,Var,Yok,Var,1 Aylık,Evet,Havale,65.8,1679.65,Yok
Kadın,Evet,Bekar,Yok,18,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Havale,20.35,369.6,Yok
Erkek,Evet,Evli,Yok,28,Var,Var,Fiber Optik,Yok,Var,Yok,Var,Var,Var,1 Aylık,Evet,Elektronik,105.8,2998.0,Yok
Kadın,Evet,Bekar,Yok,53,Var,Yok,Fiber Optik,Var,Var,Yok,Var,Yok,Var,1 Yıllık,Evet,Mail,96.75,5206.55,Yok
Erkek,Hayır,Bekar,Yok,35,Var,Yok,Fiber Optik,Yok,Var,Var,Yok,Var,Var,1 Yıllık,Evet,Havale,102.35,3626.1,Var
Erkek,Hayır,Bekar,Yok,1,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Mail,24.4,24.4,Yok
Erkek,Hayır,Evli,Yok,70,Var,Var,Fiber Optik,Var,Var,Var,Var,Var,Var,1 Yıllık,Hayır,Kredi Kartı,115.65,7968.85,Var
Erkek,Hayır,Bekar,Yok,2,Var,Yok,Fiber Optik,Yok,Yok,Var,Var,Yok,Yok,1 Aylık,Evet,Elektronik,79.85,152.45,Var
Kadın,Hayır,Evli,Yok,26,Var,Yok,DSL,Yok,Var,Yok,Var,Var,Var,1 Aylık,Evet,Elektronik,73.05,1959.5,Yok
Kadın,Hayır,Bekar,Yok,34,Var,Yok,DSL,Var,Var,Yok,Yok,Yok,Var,1 Yıllık,Hayır,Elektronik,64.35,2053.05,Yok
Kadın,Hayır,Bekar,Var,19,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,20.5,398.55,Yok
Erkek,Hayır,Bekar,Yok,15,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Mail,76.0,1130.85,Var
Kadın,Hayır,Evli,Var,62,Var,Yok,DSL,Var,Yok,Var,Yok,Yok,Yok,1 Yıllık,Hayır,Kredi Kartı,54.75,3425.35,Yok
Kadın,Evet,Bekar,Yok,42,Var,Var,Fiber Optik,Yok,Var,Var,Yok,Var,Var,1 Aylık,Evet,Havale,104.75,4323.45,Var
Kadın,Hayır,Bekar,Yok,9,Var,Yok,DSL,Var,Var,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,74.65,703.55,Var
Erkek,Hayır,Bekar,Yok,24,Var,Yok,DSL,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,51.15,1275.7,Yok
Erkek,Evet,Evli,Yok,68,Yok,Telefon Hizmeti Yok,DSL,Var,Var,Var,Yok,Yok,Yok,2 Yıllık,Evet,Elektronik,41.95,2965.75,Yok
Erkek,Hayır,Evli,Var,31,Var,Yok,DSL,Yok,Yok,Var,Var,Yok,Yok,1 Aylık,Hayır,Mail,54.35,1647.0,Yok
Kadın,Hayır,Bekar,Yok,1,Var,Yok,DSL,Yok,Yok,Yok,Yok,Yok,Var,1 Aylık,Evet,Elektronik,56.25,56.25,Var
Erkek,Hayır,Evli,Yok,21,Var,Var,Fiber Optik,Yok,Yok,Var,Var,Var,Var,1 Aylık,Evet,Elektronik,106.1,2249.95,Var
Kadın,Hayır,Evli,Yok,63,Var,Yok,Fiber Optik,Yok,Var,Yok,Yok,Var,Var,1 Yıllık,Evet,Elektronik,96.0,6109.75,Yok
Kadın,Evet,Bekar,Yok,2,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Var,1 Aylık,Evet,Havale,79.75,159.4,Var
Kadın,Hayır,Evli,Var,61,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Var,Var,Var,Var,2 Yıllık,Evet,Havale,61.45,3751.15,Yok
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,68.65,68.65,Var
Erkek,Hayır,Bekar,Yok,18,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Mail,19.65,411.25,Yok
Kadın,Hayır,Evli,Var,6,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Kredi Kartı,19.0,105.5,Yok
Kadın,Hayır,Bekar,Yok,33,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,100.0,3320.6,Yok
Erkek,Hayır,Bekar,Yok,16,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Havale,20.25,327.45,Var
Kadın,Hayır,Evli,Yok,56,Var,Yok,Fiber Optik,Yok,Yok,Var,Var,Var,Var,1 Aylık,Evet,Elektronik,98.7,5669.5,Yok
Erkek,Hayır,Bekar,Var,23,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Mail,19.8,465.45,Yok
Erkek,Hayır,Bekar,Yok,9,Var,Yok,Fiber Optik,Yok,Yok,Var,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,73.8,704.3,Yok
Kadın,Evet,Evli,Yok,14,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,100.2,1369.8,Var
Erkek,Hayır,Evli,Var,15,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Havale,74.9,1107.25,Var
Erkek,Hayır,Bekar,Yok,5,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Kredi Kartı,20.05,95.55,Yok
Erkek,Hayır,Evli,Yok,61,Var,Var,Fiber Optik,Var,Var,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,106.2,6375.2,Yok
Erkek,Hayır,Evli,Var,70,Var,Var,Fiber Optik,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Kredi Kartı,116.55,8152.3,Yok
Erkek,Hayır,Bekar,Yok,15,Var,Var,Fiber Optik,Var,Yok,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,99.7,1566.75,Yok
Erkek,Hayır,Evli,Var,8,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,19.7,130.25,Yok
Kadın,Hayır,Evli,Var,8,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,19.5,162.15,Yok
Kadın,Hayır,Bekar,Yok,4,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Mail,29.15,110.05,Yok
Kadın,Hayır,Bekar,Yok,34,Var,Yok,DSL,Var,Var,Yok,Yok,Yok,Yok,1 Yıllık,Hayır,Mail,55.0,1885.15,Yok
Erkek,Hayır,Evli,Yok,68,Var,Var,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Kredi Kartı,90.8,6302.85,Yok
Kadın,Hayır,Evli,Var,45,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Var,Var,Yok,Var,1 Yıllık,Hayır,Havale,51.0,2264.5,Yok
Kadın,Evet,Bekar,Yok,9,Var,Var,Fiber Optik,Yok,Yok,Var,Yok,Var,Yok,1 Aylık,Evet,Elektronik,90.1,816.8,Yok
Kadın,Hayır,Bekar,Yok,22,Var,Var,DSL,Var,Yok,Yok,Var,Yok,Yok,1 Aylık,Evet,Mail,59.05,1253.5,Yok
Kadın,Hayır,Bekar,Yok,2,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Mail,20.3,41.2,Yok
Erkek,Hayır,Evli,Yok,70,Var,Var,DSL,Yok,Var,Var,Var,Var,Yok,2 Yıllık,Hayır,Havale,72.95,5265.55,Yok
Kadın,Hayır,Bekar,Var,10,Var,Var,DSL,Var,Yok,Var,Var,Yok,Var,1 Yıllık,Hayır,Kredi Kartı,73.55,693.3,Yok
Erkek,Hayır,Bekar,Yok,72,Var,Var,DSL,Var,Yok,Var,Var,Var,Var,2 Yıllık,Hayır,Kredi Kartı,84.3,5997.1,Yok
Kadın,Hayır,Evli,Var,49,Var,Yok,DSL,Yok,Var,Var,Yok,Var,Var,1 Yıllık,Hayır,Kredi Kartı,78.0,3824.2,Yok
Kadın,Evet,Bekar,Yok,54,Var,Var,DSL,Yok,Var,Yok,Var,Var,Yok,1 Yıllık,Hayır,Mail,72.1,3886.05,Yok
Kadın,Hayır,Bekar,Yok,71,Var,Var,Fiber Optik,Var,Var,Var,Yok,Var,Var,2 Yıllık,Evet,Kredi Kartı,106.75,7283.25,Yok
Kadın,Hayır,Bekar,Yok,22,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Evet,Mail,19.25,412.55,Yok
Kadın,Hayır,Evli,Var,50,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Kredi Kartı,20.55,1070.25,Yok
Kadın,Hayır,Evli,Var,43,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Mail,20.0,817.95,Yok
Kadın,Hayır,Evli,Var,45,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Evet,Kredi Kartı,24.65,1171.3,Yok
Erkek,Evet,Bekar,Yok,64,Var,Var,Fiber Optik,Var,Var,Yok,Yok,Var,Var,1 Aylık,Evet,Havale,103.5,6548.65,Yok
Kadın,Hayır,Evli,Var,23,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,23.85,625.65,Yok
Kadın,Hayır,Evli,Yok,68,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Kredi Kartı,25.8,1911.5,Yok
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,70.85,70.85,Var
Erkek,Hayır,Bekar,Yok,2,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Kredi Kartı,69.8,134.7,Var
Erkek,Hayır,Bekar,Yok,26,Var,Yok,DSL,Yok,Yok,Yok,Var,Var,Yok,1 Yıllık,Hayır,Kredi Kartı,59.45,1507.0,Yok
Erkek,Hayır,Evli,Yok,55,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Var,Var,Var,Var,1 Aylık,Evet,Havale,54.55,2978.3,Var
Erkek,Hayır,Bekar,Yok,14,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Evet,Elektronik,20.05,299.3,Yok
Erkek,Hayır,Evli,Yok,71,Var,Yok,DSL,Var,Yok,Var,Var,Var,Var,2 Yıllık,Evet,Elektronik,82.55,5832.65,Yok
Erkek,Hayır,Bekar,Yok,64,Var,Var,DSL,Var,Var,Var,Var,Var,Yok,1 Yıllık,Hayır,Elektronik,81.25,5567.55,Yok
Kadın,Hayır,Bekar,Yok,7,Var,Yok,DSL,Yok,Yok,Yok,Var,Var,Var,1 Aylık,Evet,Kredi Kartı,70.75,450.8,Var
Kadın,Hayır,Bekar,Yok,57,Var,Yok,DSL,Var,Var,Var,Var,Var,Yok,2 Yıllık,Evet,Kredi Kartı,74.3,4166.35,Yok
Kadın,Hayır,Evli,Yok,13,Var,Var,Fiber Optik,Yok,Var,Var,Yok,Var,Yok,1 Aylık,Hayır,Elektronik,94.1,1215.6,Var
Kadın,Hayır,Evli,Var,3,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Kredi Kartı,29.7,91.7,Var
Erkek,Evet,Evli,Yok,72,Var,Var,Fiber Optik,Yok,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Kredi Kartı,109.7,7898.45,Yok
Kadın,Hayır,Evli,Var,40,Var,Var,Fiber Optik,Yok,Var,Var,Yok,Var,Yok,1 Aylık,Evet,Kredi Kartı,96.35,3915.4,Yok
Erkek,Hayır,Evli,Yok,14,Var,Var,DSL,Yok,Yok,Yok,Var,Var,Yok,1 Aylık,Evet,Kredi Kartı,66.6,979.5,Yok
Erkek,Hayır,Evli,Var,2,Var,Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,44.5,90.05,Yok
Erkek,Evet,Bekar,Yok,66,Var,Var,Fiber Optik,Yok,Var,Var,Var,Var,Var,1 Yıllık,Hayır,Kredi Kartı,110.9,7432.05,Var
Kadın,Hayır,Evli,Yok,38,Var,Var,Fiber Optik,Yok,Yok,Var,Var,Var,Var,1 Aylık,Evet,Elektronik,105.0,4026.4,Var
Erkek,Hayır,Bekar,Var,1,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,25.3,25.3,Var
Erkek,Hayır,Bekar,Yok,22,Var,Yok,DSL,Yok,Var,Yok,Var,Yok,Yok,1 Yıllık,Evet,Kredi Kartı,55.15,1193.05,Var
Erkek,Hayır,Bekar,Yok,1,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Evet,Mail,20.1,20.1,Var
Erkek,Hayır,Bekar,Yok,5,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Var,Yok,1 Aylık,Evet,Mail,80.1,398.55,Yok
Erkek,Hayır,Evli,Var,29,Var,Var,DSL,Var,Yok,Yok,Var,Var,Yok,1 Yıllık,Hayır,Havale,69.05,1958.45,Yok
Erkek,Hayır,Evli,Var,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Mail,69.9,69.9,Var
Kadın,Hayır,Bekar,Yok,3,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Mail,20.4,63.15,Yok
Erkek,Hayır,Evli,Var,71,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Kredi Kartı,19.7,1301.1,Yok
Erkek,Hayır,Bekar,Var,9,Var,Yok,DSL,Yok,Var,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,50.1,484.05,Yok
Erkek,Hayır,Bekar,Yok,43,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,101.4,4528.0,Var
Kadın,Hayır,Bekar,Yok,48,Var,Var,DSL,Var,Var,Var,Yok,Var,Var,1 Yıllık,Evet,Kredi Kartı,83.45,3887.85,Yok
Erkek,Hayır,Bekar,Yok,26,Var,Var,Fiber Optik,Var,Var,Yok,Yok,Yok,Yok,1 Aylık,Evet,Kredi Kartı,86.65,2208.75,Yok
Kadın,Hayır,Bekar,Yok,9,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Havale,20.15,238.15,Yok
Erkek,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Var,1 Aylık,Evet,Elektronik,80.8,80.8,Var
Kadın,Hayır,Evli,Var,46,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Kredi Kartı,19.4,958.15,Yok
Erkek,Hayır,Bekar,Yok,2,Var,Var,DSL,Yok,Yok,Yok,Yok,Yok,Var,1 Aylık,Hayır,Havale,62.05,118.3,Var
Erkek,Evet,Bekar,Yok,1,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,76.45,76.45,Var
Erkek,Hayır,Evli,Var,64,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Var,Var,Var,Var,2 Yıllık,Evet,Havale,60.05,3845.45,Yok
Kadın,Evet,Bekar,Yok,12,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Var,Yok,1 Aylık,Evet,Elektronik,91.3,1094.5,Var
Erkek,Evet,Evli,Yok,6,Var,Yok,Fiber Optik,Yok,Yok,Var,Yok,Var,Var,1 Aylık,Evet,Elektronik,95.75,573.75,Var
Kadın,Hayır,Evli,Yok,59,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Mail,20.35,1267.0,Yok
Kadın,Hayır,Bekar,Yok,7,Var,Yok,Fiber Optik,Yok,Var,Yok,Yok,Var,Var,1 Yıllık,Evet,Mail,94.05,633.45,Yok
Kadın,Evet,Evli,Yok,72,Var,Var,DSL,Var,Var,Var,Yok,Var,Var,2 Yıllık,Evet,Kredi Kartı,84.1,6129.65,Yok
Erkek,Evet,Bekar,Yok,16,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Var,1 Aylık,Evet,Elektronik,78.75,1218.25,Yok
Erkek,Hayır,Evli,Yok,25,Var,Var,DSL,Yok,Yok,Var,Yok,Yok,Yok,1 Aylık,Hayır,Kredi Kartı,55.55,1405.3,Yok
Kadın,Hayır,Evli,Yok,34,Var,Var,DSL,Var,Var,Yok,Var,Yok,Yok,1 Aylık,Hayır,Elektronik,62.65,2274.9,Var
